Airline,Departure_Airport,Arrival_Airport,Scheduled_Dep_Hour,Scheduled_Arr_Hour,Day_of_Week,Month,Holiday_Season,Weather_Condition,Temperature,Wind_Speed,Visibility,Rain_mm,Departure_Traffic,Arrival_Traffic,Delay
IndiGo,CCU,BLR,22,2,0,4,1,Storm,27,17,3,5,Low,High,63.94
IndiGo,HYD,MAA,17,0,2,11,0,Clear,28,1,2,14,High,High,31.87
Vistara,DEL,GOI,17,0,5,12,0,Clear,28,19,1,14,Low,High,26.59
SpiceJet,MAA,BLR,21,18,4,5,1,Fog,21,3,7,5,Medium,Low,87.02
Air India,BLR,MAA,13,4,6,7,0,Thunderstorm,33,12,3,7,Medium,Low,95.43
SpiceJet,HYD,BOM,17,12,6,8,0,Fog,14,23,7,7,Low,High,106.66
GoAir,GOI,BLR,14,18,6,5,0,Fog,33,28,7,0,Low,Low,72.84
Vistara,GOI,MAA,14,11,2,9,0,Fog,36,15,8,12,Medium,High,54.42
SpiceJet,HYD,BLR,5,15,6,10,1,Clear,25,5,1,12,Low,High,52.85
IndiGo,HYD,BLR,14,18,3,12,0,Storm,39,25,5,10,Low,Medium,52.67
GoAir,HYD,GOI,17,2,1,4,0,Clear,24,7,9,3,Low,Low,17.68
GoAir,CCU,GOI,3,11,6,4,1,Rain,24,15,7,6,Low,Low,41.63
SpiceJet,HYD,MAA,22,4,1,8,1,Fog,36,12,1,11,High,Medium,125.69
SpiceJet,MAA,MAA,7,1,0,1,1,Fog,15,22,8,12,Low,Low,109.78
Vistara,BLR,DEL,14,21,6,8,0,Rain,21,28,3,11,Medium,Medium,34.05
Air India,CCU,BLR,2,6,4,5,0,Fog,11,25,4,15,High,Low,88.29
SpiceJet,HYD,HYD,14,12,5,11,1,Fog,36,3,4,5,High,High,84.38
SpiceJet,BOM,BLR,12,14,5,1,0,Fog,29,1,8,13,Medium,Medium,67.14
IndiGo,BOM,BLR,8,21,0,4,1,Rain,18,8,1,18,Low,High,41.15
GoAir,BLR,MAA,1,2,3,2,0,Clear,13,17,8,15,High,High,40.16
Air India,GOI,BLR,23,20,2,4,1,Fog,14,16,9,3,High,Low,80.77
IndiGo,DEL,CCU,7,19,2,8,0,Storm,30,7,9,4,Low,Medium,71.63
Vistara,DEL,BLR,19,4,4,5,1,Rain,35,25,5,8,Low,High,58.75
Vistara,GOI,CCU,16,23,0,1,0,Thunderstorm,17,14,4,2,Medium,High,80.62
SpiceJet,CCU,GOI,12,7,0,7,1,Rain,31,8,4,9,High,Medium,57.69
SpiceJet,CCU,HYD,0,21,3,1,0,Clear,19,16,9,16,Low,Low,26.76
Vistara,CCU,MAA,1,0,6,9,0,Rain,16,22,8,18,Low,High,40.84
SpiceJet,DEL,BLR,14,7,2,3,0,Thunderstorm,31,1,7,9,Medium,Low,65.93
Air India,BOM,CCU,11,23,6,12,1,Storm,23,5,3,11,High,Medium,69.66
SpiceJet,DEL,CCU,13,17,0,3,0,Thunderstorm,39,28,4,6,Low,Low,54.44
GoAir,MAA,GOI,1,19,6,6,0,Rain,39,26,9,17,Medium,Medium,10.38
SpiceJet,HYD,CCU,17,15,5,10,0,Thunderstorm,14,4,8,18,High,Low,69.8
IndiGo,CCU,BOM,21,17,4,6,1,Rain,25,16,1,14,High,Low,69.41
Air India,BOM,DEL,6,19,2,11,0,Storm,24,1,3,6,High,High,90.98
IndiGo,BLR,HYD,22,11,3,11,1,Storm,14,17,2,11,High,Low,82.36
IndiGo,BLR,GOI,5,12,4,6,0,Clear,12,9,2,6,Medium,High,18.77
GoAir,HYD,GOI,13,12,1,1,1,Storm,32,9,8,9,Low,Medium,104.1
Air India,BOM,BLR,7,9,5,5,1,Fog,38,5,6,19,High,Medium,90.27
Air India,DEL,BOM,21,6,3,12,0,Thunderstorm,19,26,6,9,High,High,102.51
Air India,DEL,BLR,1,13,4,6,1,Thunderstorm,14,11,4,4,Low,Low,94.15
Air India,MAA,BLR,16,23,0,8,1,Rain,32,16,1,17,High,Medium,21.01
Air India,MAA,MAA,4,15,1,1,0,Storm,24,26,7,8,High,Medium,45.99
GoAir,DEL,MAA,13,14,3,5,1,Clear,27,12,8,15,Low,Medium,25.99
SpiceJet,BLR,MAA,23,11,0,3,1,Clear,34,19,2,6,Low,High,40.72
IndiGo,CCU,BOM,19,8,5,2,1,Clear,17,27,2,9,High,Medium,53.02
Air India,BLR,BLR,20,7,1,11,1,Fog,30,15,1,4,Low,Medium,59.38
SpiceJet,MAA,DEL,20,17,2,8,0,Storm,11,9,4,6,Medium,Medium,91.78
SpiceJet,HYD,HYD,21,22,0,7,1,Clear,31,26,6,4,Medium,Medium,40.25
IndiGo,DEL,MAA,2,17,4,10,1,Fog,17,20,5,14,High,High,85.62
GoAir,MAA,MAA,4,12,6,7,0,Thunderstorm,32,1,4,18,High,High,67.82
Vistara,MAA,GOI,15,17,3,5,0,Rain,17,1,4,9,Low,Low,14.0
Vistara,CCU,BLR,17,14,1,12,1,Storm,13,22,7,7,Low,Medium,74.6
SpiceJet,DEL,BLR,16,3,0,9,0,Storm,39,6,7,8,High,High,79.71
IndiGo,CCU,BOM,10,16,2,5,0,Thunderstorm,28,5,2,10,High,Low,111.17
Vistara,DEL,BOM,16,4,6,2,0,Storm,32,0,7,1,Medium,Low,48.14
SpiceJet,CCU,MAA,15,21,3,3,0,Storm,27,11,2,2,Low,Medium,79.46
GoAir,BLR,BLR,22,15,3,4,0,Storm,39,12,4,12,High,Low,78.77
Vistara,HYD,DEL,1,8,0,5,0,Storm,30,11,1,10,High,High,72.79
SpiceJet,HYD,HYD,3,9,2,3,0,Fog,38,18,5,9,Low,Low,78.11
SpiceJet,DEL,BLR,20,23,5,12,0,Fog,32,8,1,14,Low,Low,65.02
Air India,BOM,GOI,6,17,6,7,0,Rain,10,9,4,5,High,High,41.71
GoAir,GOI,BLR,1,16,5,5,1,Storm,29,16,9,0,High,Low,76.83
Air India,MAA,CCU,5,17,1,5,1,Thunderstorm,24,17,8,13,High,Low,100.64
IndiGo,MAA,BOM,16,6,0,6,1,Clear,27,7,6,17,Low,Low,56.77
Air India,DEL,GOI,6,3,6,7,1,Rain,31,6,8,10,High,Low,78.21
Air India,CCU,HYD,4,4,1,10,1,Clear,21,8,5,7,High,Medium,66.97
Vistara,BOM,MAA,4,22,5,10,0,Clear,10,9,7,2,High,Medium,30.34
SpiceJet,BLR,GOI,19,15,6,8,0,Storm,16,11,8,13,Medium,High,90.84
GoAir,CCU,BLR,15,2,3,9,1,Thunderstorm,28,14,7,1,Medium,Low,98.44
Air India,CCU,MAA,18,17,1,11,1,Clear,37,14,4,15,Low,High,56.18
GoAir,DEL,BLR,8,22,2,4,0,Clear,10,27,5,5,High,Medium,48.37
Air India,DEL,MAA,4,20,4,5,1,Rain,33,3,6,0,High,Low,33.02
IndiGo,MAA,HYD,7,13,5,5,0,Thunderstorm,16,3,6,13,Low,Low,51.83
Air India,DEL,BOM,8,14,5,8,1,Thunderstorm,11,22,9,9,Low,Medium,61.62
Vistara,DEL,HYD,4,16,2,9,0,Clear,16,0,2,5,Low,Low,13.14
SpiceJet,DEL,CCU,9,0,6,7,1,Thunderstorm,28,25,6,8,High,Low,81.1
IndiGo,MAA,DEL,1,20,6,5,0,Rain,22,11,3,6,Medium,Medium,7.38
Air India,BLR,BOM,8,16,6,3,1,Rain,34,24,2,1,Low,High,32.24
GoAir,BLR,HYD,10,22,1,1,1,Rain,33,1,6,10,High,High,67.94
IndiGo,GOI,CCU,3,10,0,11,0,Storm,14,14,4,13,Low,Low,72.04
IndiGo,GOI,DEL,21,16,3,9,0,Clear,32,16,5,4,High,Medium,20.85
Air India,DEL,CCU,21,13,4,5,1,Thunderstorm,28,6,5,8,Low,High,105.93
IndiGo,GOI,BLR,21,19,0,9,1,Rain,10,5,3,6,High,High,49.3
GoAir,MAA,BLR,1,18,0,10,0,Clear,10,11,4,13,Low,Low,41.82
IndiGo,BLR,MAA,22,20,2,12,0,Clear,36,18,3,15,Medium,High,27.53
GoAir,CCU,BOM,5,6,1,4,0,Storm,27,0,7,15,Low,Medium,46.46
Air India,BLR,BLR,13,23,5,5,1,Thunderstorm,33,27,1,6,Low,High,90.15
SpiceJet,BLR,GOI,0,12,5,4,1,Thunderstorm,10,20,6,9,Medium,Medium,114.24
IndiGo,MAA,CCU,17,17,2,2,0,Rain,36,25,4,5,Low,Medium,12.07
SpiceJet,GOI,BOM,6,22,1,12,1,Rain,37,13,1,16,Medium,Low,44.58
GoAir,CCU,GOI,0,13,2,1,1,Clear,14,3,1,0,High,High,49.37
IndiGo,MAA,BLR,0,0,5,8,0,Thunderstorm,18,4,5,1,Medium,Low,31.11
Vistara,DEL,MAA,0,6,0,4,1,Thunderstorm,21,0,5,13,Medium,High,69.2
SpiceJet,HYD,HYD,23,7,3,5,0,Rain,18,0,7,3,High,Low,12.25
IndiGo,BLR,MAA,3,17,6,6,0,Fog,27,20,4,8,Medium,Low,75.52
SpiceJet,HYD,GOI,3,8,1,8,1,Clear,32,5,9,5,Medium,Low,40.41
IndiGo,MAA,DEL,17,0,4,11,1,Thunderstorm,20,4,4,16,High,High,92.56
Air India,MAA,BLR,10,21,4,8,0,Storm,10,1,7,10,Low,Low,56.47
SpiceJet,MAA,GOI,0,16,0,7,0,Storm,28,24,5,3,Low,Medium,73.29
Vistara,HYD,DEL,9,18,2,4,0,Fog,31,20,5,8,Medium,High,90.36
Vistara,MAA,DEL,8,5,2,6,1,Rain,34,26,6,15,Low,Medium,70.29
GoAir,DEL,CCU,22,2,5,4,0,Rain,19,26,8,2,Low,Low,21.34
IndiGo,MAA,BOM,3,23,0,7,0,Rain,11,4,5,3,Medium,Low,10.07
SpiceJet,BOM,CCU,5,4,5,12,0,Storm,16,25,3,2,High,Medium,54.69
GoAir,GOI,BLR,15,1,5,12,0,Rain,29,8,6,12,Low,Low,29.77
SpiceJet,HYD,DEL,1,19,4,11,1,Storm,11,18,2,18,Medium,High,90.12
IndiGo,BOM,GOI,22,3,5,1,1,Fog,28,20,8,0,High,Medium,73.89
Vistara,MAA,HYD,17,9,6,5,0,Clear,15,14,8,5,Low,High,21.26
Air India,DEL,DEL,9,9,5,10,1,Thunderstorm,19,12,3,2,High,High,61.44
Vistara,BLR,GOI,23,23,4,12,1,Fog,18,11,8,2,Medium,High,86.98
GoAir,CCU,HYD,23,20,6,10,1,Storm,17,4,9,15,High,Low,105.99
Air India,GOI,CCU,16,10,2,4,0,Fog,35,1,5,9,High,Low,67.44
GoAir,CCU,CCU,12,15,1,11,1,Thunderstorm,39,26,5,16,Medium,Medium,102.96
IndiGo,MAA,BOM,23,16,3,7,1,Clear,20,3,6,6,Low,Medium,50.54
Air India,GOI,GOI,17,15,5,9,0,Thunderstorm,18,26,7,12,Low,High,55.71
GoAir,GOI,DEL,21,6,6,5,0,Storm,29,26,3,10,High,Low,97.6
IndiGo,DEL,MAA,12,15,1,4,1,Thunderstorm,37,17,5,9,High,Low,62.57
Vistara,GOI,CCU,16,2,4,9,1,Fog,29,20,1,6,High,Low,73.36
IndiGo,HYD,CCU,4,15,1,5,0,Rain,18,9,5,5,High,Medium,47.46
SpiceJet,BOM,BOM,10,7,3,9,0,Fog,17,12,4,0,Low,Low,59.49
IndiGo,BOM,HYD,6,11,1,8,0,Storm,37,11,1,16,Medium,High,76.53
IndiGo,BOM,BOM,9,2,6,4,0,Clear,24,1,7,11,Medium,High,12.02
SpiceJet,HYD,DEL,16,16,1,11,1,Thunderstorm,11,25,1,3,Medium,High,109.75
GoAir,CCU,GOI,14,20,1,11,0,Clear,33,14,8,2,High,Low,22.91
GoAir,DEL,BLR,17,17,1,7,1,Storm,10,13,2,5,High,High,68.23
IndiGo,GOI,BLR,22,10,0,5,1,Thunderstorm,18,24,5,15,Medium,High,85.5
SpiceJet,HYD,GOI,21,3,5,10,1,Fog,18,9,6,12,Low,Medium,92.69
SpiceJet,BOM,HYD,18,15,4,4,0,Fog,22,21,9,8,Medium,Medium,44.8
Vistara,MAA,CCU,1,16,3,5,0,Storm,17,7,7,10,Low,Low,48.69
GoAir,BLR,HYD,3,8,4,5,1,Thunderstorm,36,24,6,19,High,Low,112.03
Air India,GOI,CCU,2,5,0,11,1,Fog,30,14,5,12,Medium,Low,75.72
GoAir,HYD,CCU,6,23,0,9,1,Storm,14,12,6,18,Medium,Low,83.93
GoAir,HYD,BLR,23,19,6,12,1,Storm,38,7,4,2,High,Low,93.72
Vistara,DEL,HYD,17,1,0,9,1,Clear,12,20,1,11,Low,Medium,23.37
Air India,DEL,BOM,9,8,5,6,0,Fog,30,20,9,18,Medium,Medium,73.65
Vistara,HYD,CCU,6,20,0,4,0,Thunderstorm,13,21,5,7,Medium,Medium,59.63
Air India,BOM,MAA,7,5,1,2,0,Fog,26,13,8,13,Low,High,58.48
IndiGo,BLR,MAA,5,2,4,3,1,Fog,25,0,7,8,Medium,High,95.59
Air India,GOI,BOM,21,19,2,2,1,Fog,25,12,8,16,Medium,Medium,65.37
Vistara,DEL,MAA,0,5,3,5,0,Storm,34,26,1,5,High,Medium,52.79
GoAir,GOI,DEL,3,6,0,6,0,Rain,35,7,9,3,Low,Low,13.8
Air India,BOM,CCU,13,0,4,11,1,Rain,39,17,1,3,Medium,Medium,60.61
Air India,GOI,BOM,16,22,6,5,0,Clear,29,21,3,18,Medium,Low,53.72
SpiceJet,MAA,HYD,19,0,0,2,0,Fog,12,29,8,11,High,Medium,82.01
GoAir,DEL,CCU,17,4,5,12,0,Rain,15,29,1,1,Medium,Low,12.56
IndiGo,BOM,BOM,10,5,0,5,1,Clear,10,8,1,16,High,Medium,89.48
Vistara,BOM,BLR,20,12,0,9,1,Storm,30,12,6,14,Medium,Low,95.77
IndiGo,BLR,HYD,13,1,0,4,0,Fog,25,2,5,9,High,High,73.73
GoAir,BLR,BLR,8,14,6,12,1,Thunderstorm,24,17,6,2,Low,High,71.17
Air India,MAA,CCU,14,14,0,10,0,Storm,16,9,3,19,Low,Low,52.66
Air India,BOM,HYD,11,12,3,2,0,Clear,11,4,6,3,Medium,Low,14.18
GoAir,CCU,MAA,9,13,4,3,1,Storm,19,26,2,0,Medium,High,71.17
Air India,BOM,BOM,18,21,5,3,1,Thunderstorm,34,24,8,0,High,Medium,85.48
Air India,BLR,CCU,23,6,0,9,1,Storm,37,5,6,17,High,Low,100.16
Air India,CCU,DEL,18,13,0,4,0,Clear,24,29,4,3,Low,Medium,30.65
Vistara,DEL,HYD,5,23,0,1,0,Thunderstorm,15,7,4,14,Medium,High,41.53
Vistara,DEL,HYD,19,9,0,1,0,Thunderstorm,11,23,7,9,High,High,74.03
SpiceJet,GOI,GOI,23,16,1,7,1,Storm,33,6,3,16,Low,Low,92.17
IndiGo,HYD,CCU,5,13,1,7,0,Thunderstorm,33,20,3,11,Low,Medium,79.75
GoAir,BLR,CCU,7,7,2,2,0,Storm,26,17,6,19,High,High,67.23
GoAir,HYD,BLR,0,3,0,9,0,Fog,37,13,9,11,Medium,Medium,63.63
GoAir,CCU,GOI,21,15,2,9,0,Thunderstorm,10,14,1,15,Low,High,73.45
SpiceJet,BLR,MAA,16,23,3,5,1,Storm,10,9,5,4,High,Low,109.28
Vistara,MAA,BLR,16,12,2,3,1,Fog,37,25,1,15,Low,Medium,76.76
SpiceJet,BOM,GOI,23,21,4,3,1,Thunderstorm,13,20,1,16,Medium,Medium,56.85
GoAir,MAA,BLR,14,19,1,12,0,Fog,29,11,3,14,High,Low,90.78
IndiGo,CCU,MAA,6,17,1,3,0,Thunderstorm,25,6,3,12,Medium,Low,42.5
Air India,BLR,GOI,18,13,0,6,0,Clear,17,27,4,7,Medium,Low,34.89
Vistara,CCU,GOI,21,17,0,4,1,Clear,10,27,3,1,Low,Low,38.58
Vistara,BOM,DEL,22,4,3,8,1,Storm,35,6,6,7,Medium,High,86.19
SpiceJet,DEL,BLR,2,8,5,11,1,Rain,28,10,4,9,Low,Medium,33.33
Vistara,DEL,BLR,21,2,3,11,1,Clear,20,12,8,6,High,High,56.37
GoAir,CCU,HYD,10,7,4,11,1,Rain,26,14,1,9,High,Low,23.73
GoAir,HYD,MAA,19,19,0,5,0,Fog,34,17,8,3,Low,High,51.96
SpiceJet,BLR,BOM,18,21,0,1,1,Fog,19,6,1,10,Low,High,91.61
GoAir,BLR,DEL,8,9,3,9,1,Rain,21,5,1,8,Low,Medium,31.31
IndiGo,DEL,GOI,9,21,3,1,1,Storm,18,22,7,3,Medium,Medium,60.02
SpiceJet,GOI,GOI,1,18,3,6,0,Thunderstorm,16,10,1,2,High,Medium,73.11
IndiGo,MAA,GOI,0,20,1,1,1,Rain,38,7,9,10,High,Low,57.46
Air India,GOI,DEL,15,2,2,3,1,Rain,21,19,8,2,Medium,Low,45.44
IndiGo,BOM,GOI,17,10,2,10,1,Rain,24,0,1,17,Low,Medium,30.78
Air India,MAA,GOI,22,10,0,5,0,Rain,17,7,2,18,High,High,25.03
Air India,MAA,MAA,16,16,1,10,0,Rain,26,7,2,13,Medium,Medium,28.67
IndiGo,CCU,CCU,5,15,3,7,1,Storm,14,18,2,10,Low,Low,82.44
SpiceJet,DEL,CCU,13,6,0,10,1,Clear,23,2,6,1,High,High,51.78
GoAir,GOI,HYD,22,3,1,8,1,Thunderstorm,11,4,4,1,Low,Low,95.83
GoAir,GOI,HYD,14,22,4,12,1,Clear,25,29,8,1,Medium,Medium,40.44
Air India,DEL,GOI,13,18,5,9,0,Rain,38,2,1,9,High,Medium,27.62
Air India,GOI,MAA,23,11,1,6,1,Clear,26,14,4,14,Low,High,69.48
SpiceJet,DEL,GOI,21,14,6,11,0,Storm,12,13,5,11,Low,Medium,58.78
Vistara,CCU,HYD,2,10,0,9,1,Fog,32,20,9,10,Low,Low,85.39
IndiGo,HYD,DEL,23,4,2,8,0,Clear,10,14,5,16,Medium,Low,41.23
Air India,MAA,DEL,22,4,6,9,0,Thunderstorm,36,23,3,17,Low,Low,59.31
GoAir,CCU,BOM,18,14,3,10,1,Storm,27,16,4,13,High,High,106.74
SpiceJet,BLR,CCU,11,17,5,4,0,Fog,27,17,7,16,High,Low,59.63
IndiGo,BOM,MAA,1,10,4,9,1,Storm,13,1,1,14,Low,Medium,92.78
SpiceJet,HYD,BLR,2,11,5,7,0,Rain,24,11,6,11,Medium,High,23.52
IndiGo,BLR,CCU,17,1,5,5,0,Fog,37,15,8,15,High,Low,103.66
IndiGo,MAA,BLR,0,19,1,5,1,Thunderstorm,28,3,1,5,High,Low,75.42
Air India,GOI,BOM,19,14,0,1,1,Fog,28,24,8,1,High,Medium,104.36
SpiceJet,DEL,BOM,20,19,0,2,0,Thunderstorm,19,1,7,1,Low,Medium,38.33
SpiceJet,MAA,GOI,5,3,5,10,0,Rain,14,27,1,15,High,High,45.9
GoAir,CCU,HYD,4,21,3,3,1,Thunderstorm,28,13,9,1,Low,Low,70.89
GoAir,BOM,BOM,0,17,0,8,1,Storm,20,10,3,7,Low,Low,76.04
Air India,CCU,BOM,18,5,5,6,1,Clear,16,12,2,6,Low,Medium,54.73
Air India,HYD,BLR,0,22,0,12,0,Storm,14,27,7,0,Low,High,81.3
Vistara,HYD,HYD,20,18,3,10,1,Storm,29,24,3,3,Low,Medium,59.55
GoAir,BOM,BOM,20,10,4,11,1,Fog,21,6,1,10,High,Medium,79.06
IndiGo,BLR,CCU,15,23,6,5,0,Rain,28,9,3,19,Low,High,22.26
SpiceJet,BLR,BOM,11,1,5,1,1,Clear,24,23,6,6,Low,Low,48.16
Air India,HYD,HYD,21,7,2,12,1,Thunderstorm,21,0,3,17,Low,Low,76.14
SpiceJet,HYD,GOI,7,10,2,11,1,Fog,13,28,5,3,Low,Low,73.27
SpiceJet,GOI,MAA,15,4,5,12,1,Rain,39,20,9,16,Low,High,56.29
Vistara,DEL,HYD,0,17,1,9,0,Clear,21,24,7,10,Low,High,42.46
GoAir,GOI,BLR,3,22,4,3,1,Storm,27,27,2,10,High,High,105.34
Air India,GOI,MAA,9,17,1,3,1,Rain,26,3,1,19,Low,High,57.24
SpiceJet,BLR,CCU,10,13,6,2,1,Rain,28,17,7,10,Low,High,51.32
Air India,BOM,DEL,16,21,2,4,1,Rain,25,5,4,14,High,Medium,52.12
IndiGo,BLR,HYD,22,9,3,12,1,Storm,20,1,7,13,High,Low,107.11
Vistara,DEL,GOI,6,2,5,2,1,Thunderstorm,11,2,6,16,Medium,High,105.1
IndiGo,CCU,BLR,11,8,6,9,0,Fog,25,13,7,1,High,Low,69.06
Air India,HYD,CCU,20,2,0,12,0,Thunderstorm,10,7,4,17,High,High,56.24
Air India,HYD,MAA,6,10,2,10,0,Clear,26,15,3,15,Low,Low,26.16
GoAir,DEL,CCU,11,11,4,7,1,Fog,27,18,5,11,Medium,Medium,87.61
SpiceJet,GOI,HYD,14,11,2,8,1,Clear,38,17,3,9,Low,Low,29.82
SpiceJet,BOM,BOM,1,2,4,3,1,Storm,38,5,3,15,Medium,Low,67.44
IndiGo,HYD,GOI,13,20,4,6,0,Thunderstorm,34,13,4,2,Low,High,94.66
Vistara,MAA,HYD,12,6,5,10,1,Rain,38,2,8,7,High,Low,59.47
SpiceJet,GOI,DEL,3,13,4,6,0,Fog,22,15,2,1,High,Medium,57.88
GoAir,HYD,HYD,13,23,1,1,1,Rain,14,0,4,0,Medium,Medium,51.84
IndiGo,MAA,MAA,13,10,6,6,1,Clear,34,11,3,13,Low,Medium,25.87
IndiGo,DEL,MAA,15,6,3,3,0,Rain,33,29,7,3,Low,High,33.37
GoAir,DEL,HYD,6,20,2,11,0,Rain,38,13,2,3,High,High,14.99
Vistara,GOI,MAA,18,9,3,3,0,Storm,36,18,1,8,High,High,68.3
GoAir,HYD,BOM,1,10,6,3,0,Storm,15,21,1,2,Medium,High,74.12
Vistara,BLR,CCU,9,14,0,10,0,Thunderstorm,10,18,6,4,High,High,79.55
GoAir,MAA,HYD,17,18,6,11,0,Clear,19,8,3,0,Medium,Medium,9.15
GoAir,BOM,GOI,16,15,2,11,1,Storm,14,6,7,18,Medium,Low,67.35
Air India,HYD,BOM,4,21,3,10,0,Storm,37,13,8,0,Medium,Medium,64.08
IndiGo,BOM,CCU,11,20,3,11,1,Thunderstorm,10,4,5,9,Medium,High,122.42
GoAir,HYD,GOI,5,19,5,8,1,Fog,32,17,5,11,High,Medium,101.27
GoAir,BLR,GOI,21,11,5,5,1,Thunderstorm,35,8,2,9,Medium,Low,86.48
SpiceJet,BLR,GOI,8,17,6,4,1,Rain,39,20,8,1,High,High,50.39
IndiGo,GOI,CCU,19,22,6,9,1,Rain,20,6,1,15,Medium,Medium,44.76
SpiceJet,GOI,BOM,0,12,0,9,0,Storm,33,8,9,7,High,Medium,66.1
IndiGo,BLR,GOI,21,4,4,1,0,Storm,33,3,1,13,Medium,Low,79.34
SpiceJet,CCU,GOI,14,3,2,2,0,Thunderstorm,16,24,1,14,High,High,64.33
GoAir,BLR,BLR,20,13,5,8,1,Thunderstorm,27,16,1,15,Low,High,92.59
GoAir,DEL,HYD,5,7,2,5,0,Clear,30,11,7,10,Medium,Low,28.13
Air India,DEL,CCU,18,8,0,7,1,Rain,29,5,4,11,Medium,Low,54.6
SpiceJet,CCU,CCU,17,18,5,1,1,Thunderstorm,30,17,7,1,Low,Low,48.14
Vistara,MAA,MAA,5,2,5,12,1,Fog,19,7,5,3,Low,Low,53.58
Air India,BOM,CCU,12,4,4,10,1,Clear,34,20,7,2,Medium,High,39.65
SpiceJet,HYD,BOM,0,20,2,12,0,Thunderstorm,24,14,7,8,High,High,94.52
SpiceJet,HYD,CCU,22,17,2,5,0,Storm,13,2,4,17,Medium,Medium,63.57
Air India,CCU,BLR,22,0,2,11,0,Thunderstorm,25,1,2,18,High,Medium,102.31
GoAir,DEL,HYD,12,7,4,12,0,Storm,24,23,8,6,Low,Medium,70.65
SpiceJet,GOI,HYD,6,18,5,3,0,Storm,24,22,2,3,High,High,49.92
GoAir,HYD,CCU,14,16,0,10,1,Rain,21,8,9,5,Medium,High,49.48
Air India,DEL,GOI,11,16,2,12,0,Rain,17,7,5,18,Low,High,39.98
GoAir,MAA,DEL,0,10,3,12,1,Thunderstorm,17,26,9,0,Low,Medium,72.19
IndiGo,BOM,DEL,14,1,4,2,1,Thunderstorm,27,3,9,15,Medium,Low,87.37
Vistara,MAA,GOI,3,5,1,2,1,Fog,39,1,8,10,Medium,Low,52.4
SpiceJet,CCU,GOI,12,21,0,9,0,Clear,15,13,8,3,Low,Low,28.36
Vistara,BLR,GOI,22,13,3,4,1,Clear,14,28,4,17,High,Low,58.25
GoAir,BLR,BOM,4,2,2,4,1,Thunderstorm,11,1,4,4,High,Low,92.68
SpiceJet,BLR,DEL,1,11,1,7,0,Rain,21,1,2,5,High,High,28.53
GoAir,MAA,GOI,22,3,0,10,1,Fog,35,29,4,1,Medium,Medium,100.12
IndiGo,HYD,BOM,0,11,4,10,1,Clear,13,26,4,11,Low,Low,43.15
Air India,BOM,MAA,15,12,1,2,1,Thunderstorm,32,27,6,8,High,Low,96.71
SpiceJet,BLR,BOM,22,1,5,3,0,Rain,22,21,3,19,Low,Low,19.96
IndiGo,CCU,DEL,5,1,6,3,1,Rain,26,6,2,11,High,High,76.79
IndiGo,CCU,CCU,22,14,1,6,1,Rain,25,11,8,12,Low,Low,54.87
SpiceJet,BLR,MAA,15,22,6,3,0,Storm,18,5,2,16,Medium,Medium,56.83
GoAir,BLR,DEL,13,16,3,11,0,Rain,35,17,8,4,Medium,High,49.14
IndiGo,BOM,BOM,2,6,0,5,1,Thunderstorm,37,3,7,19,Medium,High,109.83
Vistara,BLR,BLR,14,13,3,4,0,Fog,10,18,3,12,High,High,56.09
IndiGo,BOM,HYD,2,11,3,3,0,Thunderstorm,24,26,6,12,Medium,Low,51.46
GoAir,CCU,DEL,22,16,2,8,0,Rain,21,12,6,9,Medium,Low,35.79
GoAir,BLR,GOI,1,13,4,10,0,Fog,14,19,5,14,Medium,Low,67.33
Vistara,MAA,BOM,0,5,1,3,0,Clear,32,20,8,14,Low,Low,23.99
IndiGo,GOI,GOI,8,18,0,6,0,Clear,33,22,5,17,Low,Medium,31.45
GoAir,MAA,GOI,8,23,5,7,0,Thunderstorm,27,29,7,17,Low,High,74.05
SpiceJet,CCU,GOI,22,5,4,7,1,Fog,29,24,6,1,Low,Low,82.43
Air India,BOM,GOI,6,17,4,2,0,Thunderstorm,11,26,7,10,Low,Medium,80.3
Air India,MAA,GOI,2,23,0,3,0,Fog,13,1,9,12,Low,High,73.2
Air India,BOM,MAA,17,4,4,12,0,Fog,24,7,3,10,Low,High,90.77
IndiGo,MAA,DEL,10,23,2,10,1,Thunderstorm,15,18,7,3,Medium,High,93.86
Vistara,MAA,DEL,6,23,4,10,0,Fog,31,8,3,14,Medium,Low,52.05
GoAir,BOM,HYD,8,5,2,4,0,Rain,21,25,2,10,High,High,61.85
SpiceJet,HYD,BOM,0,1,1,7,1,Fog,38,27,7,17,Medium,Low,57.11
SpiceJet,MAA,BLR,13,7,1,2,0,Fog,27,3,4,15,Low,Medium,46.83
IndiGo,BLR,MAA,19,14,3,3,1,Thunderstorm,36,15,1,9,Low,High,92.76
Air India,GOI,BOM,5,14,2,7,1,Clear,29,18,6,11,High,Medium,47.02
IndiGo,CCU,MAA,6,10,5,7,0,Storm,13,9,6,12,Medium,Low,54.83
Vistara,HYD,DEL,9,21,1,10,1,Fog,39,5,6,8,Medium,Low,84.17
Vistara,BOM,GOI,6,21,4,3,0,Storm,10,15,2,12,High,Low,61.36
GoAir,HYD,HYD,1,23,0,12,0,Fog,24,9,1,5,Low,High,45.02
GoAir,DEL,HYD,3,0,0,1,1,Thunderstorm,39,12,3,5,Low,High,64.61
Vistara,DEL,CCU,20,17,6,12,1,Thunderstorm,27,8,2,10,Low,Medium,91.39
